staffid	skill
12680	Conceptual
12680	Management
12681	Administrative
12681	Communication
12681	Critical Thinking
12681	Development
12681	Management
12683	Analytical
12683	Communication
12683	Conceptual
12683	Critical Thinking
12683	Development
12683	Evaluative
12683	Interpersonal
12684	Administrative
12684	Analytical
12684	Conceptual
12684	Critical Thinking
12684	Development
12684	Interpersonal
12684	Management
12686	Administrative
12686	Analytical
12686	Communication
12686	Critical Thinking
12686	Development
12686	Interpersonal
12686	Management
12689	Analytical
12689	Communication
12689	Conceptual
12689	Critical Thinking
12689	Development
12689	Evaluative
12689	Interpersonal
12689	Management
12690	Administrative
12690	Analytical
12690	Communication
12690	Conceptual
12690	Critical Thinking
12690	Development
12690	Interpersonal
12690	Management
12691	Administrative
12691	Analytical
12691	Critical Thinking
12691	Development
12691	Evaluative
12691	Management
12692	Administrative
12692	Analytical
12692	Communication
12692	Conceptual
12692	Critical Thinking
12692	Evaluative
12692	Interpersonal
12692	Management
12693	Analytical
12693	Conceptual
12693	Critical Thinking
12693	Development
12693	Interpersonal
12693	Management
12696	Analytical
12696	Conceptual
12696	Critical Thinking
12696	Development
12696	Evaluative
12696	Interpersonal
12696	Management
12697	Administrative
12697	Analytical
12697	Communication
12697	Critical Thinking
12697	Development
12697	Evaluative
12697	Interpersonal
12698	Communication
12698	Critical Thinking
12698	Evaluative
12699	Administrative
12699	Analytical
12699	Communication
12699	Critical Thinking
12699	Development
12699	Evaluative
12699	Interpersonal
12700	Administrative
12700	Analytical
12700	Critical Thinking
12700	Development
12701	Administrative
12701	Conceptual
12701	Critical Thinking
12701	Development
12701	Interpersonal
12702	Administrative
12702	Communication
12702	Development
12703	Administrative
12703	Analytical
12703	Communication
12703	Critical Thinking
12703	Development
12704	Administrative
12704	Analytical
12704	Critical Thinking
12704	Development
12704	Management
12705	Administrative
12705	Analytical
12705	Conceptual
12705	Critical Thinking
12705	Development
12705	Management
12706	Administrative
12706	Analytical
12706	Development
12706	Evaluative
12707	Administrative
12707	Analytical
12707	Critical Thinking
12707	Development
12707	Evaluative
12707	Management
12708	Administrative
12708	Analytical
12708	Conceptual
12708	Critical Thinking
12708	Development
12708	Management
12709	Administrative
12709	Development
12710	Administrative
12710	Analytical
12710	Critical Thinking
12710	Development
12710	Evaluative
12710	Management
12711	Administrative
12711	Analytical
12711	Communication
12711	Development
12711	Evaluative
12712	Administrative
12712	Analytical
12712	Conceptual
12712	Evaluative
12712	Management
12713	Administrative
12713	Analytical
12713	Communication
12713	Conceptual
12713	Development
12713	Evaluative
12714	Administrative
12714	Conceptual
12714	Interpersonal
12715	Administrative
12715	Communication
12715	Critical Thinking
12715	Evaluative
12716	Communication
12716	Conceptual
12716	Development
12716	Interpersonal
12716	Management
12717	Analytical
12717	Communication
12717	Critical Thinking
12717	Development
12717	Evaluative
12718	Analytical
12718	Communication
12718	Critical Thinking
12718	Development
12718	Evaluative
12719	Communication
12719	Evaluative
12719	Management
12720	Administrative
12721	Administrative
12721	Development
12721	Evaluative
12721	Interpersonal
12721	Management
12724	Development
12724	Evaluative
12724	Interpersonal
12725	Administrative
12725	Communication
12725	Development
12725	Evaluative
12725	Interpersonal
12726	Administrative
12726	Critical Thinking
12727	Administrative
12727	Analytical
12727	Communication
12727	Conceptual
12727	Critical Thinking
12727	Development
12727	Interpersonal
12727	Management
12728	Conceptual
12728	Evaluative
12728	Interpersonal
12728	Management
12729	Administrative
12729	Analytical
12729	Development
12729	Evaluative
12730	Administrative
12730	Communication
12730	Conceptual
12730	Critical Thinking
12730	Development
12730	Evaluative
12730	Interpersonal
12730	Management
12731	Administrative
12731	Conceptual
12731	Evaluative
12731	Management
12732	Critical Thinking
12732	Development
12732	Evaluative
12732	Interpersonal
12732	Management
12733	Administrative
12733	Communication
12733	Conceptual
12733	Critical Thinking
12733	Development
12733	Evaluative
12733	Interpersonal
12734	Administrative
12734	Communication
12734	Conceptual
12734	Development
12734	Evaluative
12734	Interpersonal
12736	Analytical
12736	Communication
12736	Critical Thinking
12737	Analytical
12737	Conceptual
12737	Development
12737	Evaluative
12737	Management
12740	Administrative
12740	Communication
12740	Development
12740	Evaluative
12743	Administrative
12743	Communication
12743	Conceptual
12743	Critical Thinking
12743	Development
12743	Evaluative
12744	Analytical
12744	Communication
12744	Conceptual
12744	Evaluative
12744	Interpersonal
12745	Administrative
12745	Analytical
12745	Communication
12745	Conceptual
12745	Critical Thinking
12745	Development
12745	Evaluative
12745	Interpersonal
12745	Management
12746	Administrative
12746	Management
12747	Conceptual
12747	Development
12747	Management
12748	Administrative
12748	Analytical
12748	Communication
12748	Conceptual
12748	Critical Thinking
12748	Development
12748	Evaluative
12748	Management
12749	Administrative
12749	Critical Thinking
12749	Evaluative
12750	Critical Thinking
12750	Interpersonal
12751	Critical Thinking
12751	Interpersonal
12752	Critical Thinking
12752	Evaluative
12752	Interpersonal
12753	Critical Thinking
12753	Evaluative
12753	Interpersonal
12754	Critical Thinking
12754	Evaluative
12754	Interpersonal
12755	Analytical
12755	Critical Thinking
12755	Interpersonal
12756	Conceptual
12756	Development
12756	Evaluative
12757	Conceptual
12757	Critical Thinking
12757	Development
12758	Conceptual
12758	Development
12758	Interpersonal
12759	Administrative
12759	Critical Thinking
12759	Development
12759	Interpersonal
12759	Management
12760	Analytical
12760	Communication
12760	Critical Thinking
12760	Development
12760	Management
12761	Administrative
12761	Communication
12761	Conceptual
12761	Critical Thinking
12761	Development
12761	Evaluative
12761	Interpersonal
12761	Management
12762	Administrative
12762	Analytical
12762	Communication
12762	Conceptual
12762	Development
12762	Evaluative
12762	Interpersonal
12762	Management
12763	Evaluative
12763	Interpersonal
12763	Management
12764	Communication
12764	Development
12764	Evaluative
12764	Interpersonal
12764	Management
12765	Analytical
12765	Communication
12765	Evaluative
12767	Development
12767	Interpersonal
12769	Analytical
12769	Communication
12769	Development
12769	Evaluative
12769	Management
12770	Analytical
12770	Communication
12770	Conceptual
12770	Critical Thinking
12770	Development
12770	Evaluative
12770	Interpersonal
12770	Management
12775	Analytical
12775	Conceptual
12775	Critical Thinking
12775	Interpersonal
12775	Management
12776	Administrative
12776	Conceptual
12776	Critical Thinking
12776	Development
12776	Evaluative
12776	Interpersonal
12777	Communication
12777	Conceptual
12777	Interpersonal
12777	Management
12778	Administrative
12778	Critical Thinking
12778	Interpersonal
12780	Administrative
12780	Development
12780	Evaluative
12780	Management
12781	Analytical
12781	Communication
12781	Interpersonal
12783	Administrative
12783	Analytical
12783	Communication
12783	Conceptual
12783	Interpersonal
12783	Management
12784	Administrative
12784	Analytical
12784	Communication
12784	Conceptual
12784	Critical Thinking
12784	Development
12784	Interpersonal
12784	Management
12785	Administrative
12785	Analytical
12785	Communication
12785	Critical Thinking
12785	Development
12785	Interpersonal
12785	Management
12786	Administrative
12786	Analytical
12786	Communication
12786	Conceptual
12786	Management
12787	Communication
12787	Conceptual
12787	Development
12787	Evaluative
12787	Interpersonal
12788	Administrative
12788	Analytical
12788	Communication
12788	Critical Thinking
12788	Interpersonal
12788	Management
12789	Analytical
12789	Communication
12789	Conceptual
12789	Critical Thinking
12789	Development
12789	Evaluative
12789	Interpersonal
12789	Management
12790	Administrative
12790	Communication
12790	Evaluative
12790	Interpersonal
12791	Communication
12791	Conceptual
12791	Development
12791	Interpersonal
12793	Communication
12793	Conceptual
12793	Critical Thinking
12793	Interpersonal
12793	Management
12794	Administrative
12794	Analytical
12794	Communication
12794	Conceptual
12794	Critical Thinking
12794	Development
12794	Evaluative
12794	Interpersonal
12794	Management
12795	Administrative
12795	Critical Thinking
12795	Development
12795	Management
12796	Administrative
12796	Analytical
12796	Conceptual
12796	Critical Thinking
12796	Evaluative
12796	Management
12797	Administrative
12797	Communication
12797	Conceptual
12797	Critical Thinking
12797	Development
12797	Evaluative
12799	Communication
12799	Conceptual
12799	Critical Thinking
12799	Development
12799	Evaluative
12799	Interpersonal
12800	Administrative
12800	Analytical
12800	Communication
12800	Conceptual
12800	Critical Thinking
12800	Management
12802	Administrative
12802	Critical Thinking
12802	Development
12802	Evaluative
12802	Interpersonal
12802	Management
12803	Administrative
12803	Analytical
12803	Communication
12803	Critical Thinking
12803	Evaluative
12803	Interpersonal
12804	Communication
12804	Development
12804	Interpersonal
12806	Communication
12806	Conceptual
12806	Critical Thinking
12806	Evaluative
12806	Interpersonal
12806	Management
12807	Administrative
12807	Communication
12807	Critical Thinking
12807	Evaluative
12807	Interpersonal
12807	Management
12808	Administrative
12808	Conceptual
12808	Critical Thinking
12808	Development
12808	Evaluative
12808	Interpersonal
12808	Management
12811	Administrative
12811	Conceptual
12811	Development
12811	Interpersonal
12811	Management
12812	Administrative
12812	Analytical
12812	Conceptual
12812	Critical Thinking
12812	Development
12812	Evaluative
12812	Management
12813	Development
12813	Evaluative
12814	Analytical
12814	Development
12814	Evaluative
12815	Development
12815	Interpersonal
12815	Management
12816	Analytical
12816	Conceptual
12816	Critical Thinking
25427	Administrative
25427	Communication
25428	Administrative
25428	Analytical
25428	Communication
25428	Interpersonal
25428	Management
25429	Administrative
25429	Conceptual
25429	Interpersonal
25430	Administrative
25430	Analytical
25430	Interpersonal
25430	Management
25431	Administrative
25431	Conceptual
25431	Critical Thinking
25431	Development
25431	Interpersonal
25431	Management
25432	Administrative
25432	Interpersonal
25432	Management
25433	Administrative
25433	Critical Thinking
25433	Development
25433	Interpersonal
25433	Management
25434	Communication
25434	Critical Thinking
25434	Evaluative
25434	Management
25435	Administrative
25435	Conceptual
25435	Evaluative
25436	Administrative
25436	Communication
25436	Development
25436	Evaluative
25436	Interpersonal
25436	Management
25437	Administrative
25437	Analytical
25437	Critical Thinking
25437	Management
25438	Administrative
25438	Analytical
25438	Evaluative
25438	Interpersonal
25439	Administrative
25439	Analytical
25439	Communication
25439	Conceptual
25439	Evaluative
25439	Interpersonal
25440	Administrative
25440	Conceptual
25440	Development
25440	Evaluative
25441	Administrative
25441	Analytical
25441	Conceptual
25441	Critical Thinking
25441	Development
25441	Evaluative
25441	Interpersonal
25441	Management
25442	Administrative
25442	Analytical
25442	Communication
25442	Conceptual
25442	Development
25442	Management
25443	Administrative
25443	Analytical
25443	Communication
25443	Conceptual
25443	Development
25443	Evaluative
25444	Communication
25444	Development
25444	Interpersonal
25444	Management
25445	Communication
25445	Development
25445	Interpersonal
25445	Management
25446	Administrative
25446	Communication
25446	Critical Thinking
25446	Development
25446	Interpersonal
25446	Management
25447	Development
25447	Interpersonal
25447	Management
25448	Analytical
25448	Communication
25448	Conceptual
25448	Evaluative
25448	Interpersonal
25448	Management
25449	Communication
25449	Conceptual
25449	Critical Thinking
25449	Interpersonal
25449	Management
25450	Administrative
25450	Critical Thinking
25450	Evaluative
25450	Interpersonal
25450	Management
25451	Administrative
25451	Analytical
25451	Communication
25451	Critical Thinking
25451	Development
25452	Communication
25452	Critical Thinking
25452	Development
25453	Conceptual
25453	Interpersonal
25454	Communication
25454	Conceptual
25454	Critical Thinking
25454	Development
25454	Interpersonal
25455	Administrative
25455	Analytical
25455	Communication
25455	Critical Thinking
25455	Management
25456	Administrative
25456	Communication
