eventname	eventdate	ordernum	contentabst	contact	presenter	jobid	postdate
Basic Military Training Passing Out Parade	2016-05-03	2	Eating disorders in modern times.	34769	374578	92117	2015-10-07
Basic Military Training Passing Out Parade	2016-05-03	3	The evolution of the internet.	12670	374578	92117	2015-10-07
Basic Military Training Passing Out Parade	2016-05-03	4	Suitable Investment Strategies	25529	374578	92117	2015-10-07
Basic Military Training Passing Out Parade	2016-05-03	5	How the circulatory system works.	12803	295	92111	2015-03-20
Basic Military Training Passing Out Parade	2016-05-03	6	Plastic surgery is bad for your skin.	25582	374578	92098	2015-10-07
Basic Military Training Passing Out Parade	2016-05-03	7	The benefits of wind resistant technology.	2682347	374578	92098	2015-10-07
Basic Military Training Passing Out Parade	2017-04-04	1	Opening Speech	2673036	374578	92117	2015-10-07
Basic Military Training Passing Out Parade	2017-04-04	2	Simple Ways For New University Students To Earn Some Cash	65584	374576	92114	2015-10-07
Basic Military Training Passing Out Parade	2017-04-04	3	Designating a personal trainer helps you to keep on coming to the athletic club.	748565	374578	92117	2015-10-07
Basic Military Training Passing Out Parade	2017-04-04	4	The benefits of mindfulness.	12793	374586	92122	2016-08-15
Basic Military Training Passing Out Parade	2017-04-04	5	The Essence Of Education In Building An Industrial Society	12753	454306	92134	2015-11-07
Bulan Bahasa Annual Appreciation Dinner	2015-12-06	1	Opening Speech	494347	374588	92172	2015-10-07
Bulan Bahasa Annual Appreciation Dinner	2015-12-06	2	Why oxygen is so important.	2834781	120336	92120	2015-06-08
Bulan Bahasa Annual Appreciation Dinner	2015-12-06	3	How air pressure works.	26022	308	92170	2015-03-20
Bulan Bahasa Annual Appreciation Dinner	2015-12-06	4	What are the effects of self-harm?	560386	295	92111	2015-03-20
Bulan Bahasa Annual Appreciation Dinner	2015-12-06	5	How To Punish Negligent Parents	2796024	374578	92117	2015-10-07
Bulan Bahasa Annual Appreciation Dinner	2015-12-06	6	B2B contracts on intellectual property-dull stuff you think perhaps, but if you make a some kind of a floor plan or roadmap for future contracts you are the boss and an authority at once in this field for many who have to struggle with this.	2682294	374586	92175	2015-10-07
Bulan Bahasa Annual Appreciation Dinner	2016-08-31	1	Opening Speech	2895912	295	92111	2015-03-20
Bulan Bahasa Annual Appreciation Dinner	2016-08-31	2	The best and worst abdominal exercises in a gym.	3392259	374578	92117	2015-10-07
Bulan Bahasa Annual Appreciation Dinner	2016-08-31	3	Amazing, successful and funny trading stories with a twist, a bite, and a moral conclusion.	132808	374578	92098	2015-10-07
Bulan Bahasa Annual Appreciation Dinner	2016-08-31	4	How to use email to promote your business.	2682347	374578	92098	2015-10-07
Bulan Bahasa Annual Appreciation Dinner	2016-08-31	5	Aspects of life the past that we want to keep, appreciate and enjoy and to pass on to our children.	3532179	454306	92134	2015-11-07
Bulan Bahasa Annual Appreciation Dinner	2016-08-31	6	The history of greyhound dogs.	12713	374578	92098	2015-10-07
Bulan Bahasa Annual Appreciation Dinner	2017-02-16	1	Opening Speech	1514873	374588	92124	2016-08-07
Bulan Bahasa Annual Appreciation Dinner	2017-02-16	2	The best new technologies.	155138	120336	92120	2015-06-08
Bulan Bahasa Annual Appreciation Dinner	2017-02-16	3	Are humans still evolving?	2595688	374588	92124	2016-08-07
Bulan Bahasa Annual Appreciation Dinner	2017-02-16	4	Irrigation Farming Techniques In The Middle East	3633	454306	92134	2015-11-07
Business Excellence Awards	2016-06-06	1	Opening Speech	3694401	374578	92117	2015-10-07
Business Excellence Awards	2016-06-06	2	Safety programs and working conditions in relation to productivity.	25923	295	92111	2015-03-20
Business Excellence Awards	2016-06-06	3	The significance of education in what concerns the financial system	34789	374578	92098	2015-10-07
Business Excellence Awards	2016-06-06	4	A Scientific And Ethical Perspective On The Developments Of Human Cloning	2895912	374578	92117	2015-10-07
Business Excellence Awards	2016-06-06	5	Xenophobia as a global situation.	3752795	374578	92098	2015-10-07
Business Excellence Awards	2016-06-06	6	How technology has destroyed human interaction.	34826	374576	92114	2015-10-07
Business Excellence Awards	2017-02-10	1	Opening Speech	3644724	374588	92124	2016-08-07
Business Excellence Awards	2017-02-10	2	The basics of getting a fellowship.	3195282	374586	92122	2016-08-15
Business Excellence Awards	2017-02-10	3	The uses for artificial intelligence computer networks.	3546548	374586	92122	2016-08-15
Business Excellence Awards	2017-02-10	4	The rising cost of education.	34771	374586	92122	2016-08-15
Business Excellence Awards	2018-03-30	1	Opening Speech	38729	374578	92117	2015-10-07
Business Excellence Awards	2018-03-30	2	Why we should wash our hands.	12584	454306	92134	2015-11-07
Business Excellence Awards	2018-03-30	3	How to boost your self-esteem.	3640	2649564	92120	2017-09-22
Career Practitioners Conference	2016-02-09	1	Opening Speech	12744	374578	92098	2015-10-07
Career Practitioners Conference	2016-02-09	2	How Do Companies Foster Civil And Social Responsibility	25608	374578	92098	2015-10-07
Career Practitioners Conference	2016-02-09	3	Totem poles and obelisks are symbols of unity, tradition and pride.	12636	308	92170	2015-03-20
Career Practitioners Conference	2016-02-09	4	The reasons shops should be closed on Sunday.	34747	374586	92175	2015-10-07
Career Practitioners Conference	2017-07-21	1	Opening Speech	400016	454306	92134	2015-11-07
Career Practitioners Conference	2017-07-21	2	How has social media impacted our daily lives?	3027765	374586	92120	2017-04-24
Career Practitioners Conference	2017-07-21	3	Hiring people and closing deals for the long term with highly skilled young urban professionals.	3589855	374586	92120	2017-04-24
Career Practitioners Conference	2018-06-09	1	Opening Speech	3655	454306	92134	2015-11-07
Career Practitioners Conference	2018-06-09	2	Why performance-enhancing substances such as steroids are banned in sports.	298666	454306	92134	2015-11-07
Career Practitioners Conference	2018-06-09	3	The state of the rich and the poor.	408952	374578	92117	2015-10-07
Career Practitioners Conference	2018-06-09	4	The intelligence of dolphins.	25759	374578	92117	2015-10-07
Career Practitioners Conference	2018-06-09	5	Conflict Management Strategies In Global And Virtual Teams	3344431	374576	92114	2015-10-07
Career Practitioners Conference	2018-06-09	6	Content	3448	374576	92114	2015-10-07
Career Practitioners Conference	2018-06-09	7	How Is Social Media Changing Our Lives	2818633	454306	92134	2015-11-07
Career Practitioners Conference	2018-06-09	8	The Essence Of Having An Analytical Section In Any Business Essay	2673046	3404254	92120	2018-05-07
Caring Teacher Awards Presentation Ceremony	2015-05-04	1	Opening Speech	802380	306	92179	2015-03-20
Caring Teacher Awards Presentation Ceremony	2015-05-04	2	The most interesting world records.	2283191	310	92172	2015-03-20
Caring Teacher Awards Presentation Ceremony	2015-05-04	3	How Is Social Media Changing Our Lives	12748	308	92170	2015-03-20
Caring Teacher Awards Presentation Ceremony	2015-05-04	4	How to enhance your public speaking skills.	2818639	300	92098	2015-03-20
Caring Teacher Awards Presentation Ceremony	2015-05-04	5	Is happiness a good measure of social progress?	25564	298	92114	2015-03-20
Caring Teacher Awards Presentation Ceremony	2016-08-09	1	Opening Speech	34766	374576	92114	2015-10-07
Caring Teacher Awards Presentation Ceremony	2016-08-09	2	How much of our brain do we actually use?	2808385	374578	92117	2015-10-07
Caring Teacher Awards Presentation Ceremony	2016-08-09	3	The Importance Of Eating Healthy Food	165013	454306	92134	2015-11-07
Caring Teacher Awards Presentation Ceremony	2017-10-15	1	Opening Speech	25489	2649564	92120	2017-09-22
Caring Teacher Awards Presentation Ceremony	2017-10-15	2	Picking a name for your children.	12387	374576	92114	2015-10-07
Caring Teacher Awards Presentation Ceremony	2017-10-15	3	The benefits of 3D printing.	12391	2649564	92120	2017-09-22
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2016-08-27	1	Opening Speech	12464	454306	92134	2015-11-07
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2016-08-27	2	The importance of not taking education for granted.	25497	374576	92114	2015-10-07
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2016-08-27	3	The most interesting world records.	2673085	374586	92122	2016-08-15
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2016-08-27	4	How to practice cyber safety.	2682327	454306	92134	2015-11-07
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2016-08-27	5	B2B contracts on intellectual property-dull stuff you think perhaps, but if you make a some kind of a floor plan or roadmap for future contracts you are the boss and an authority at once in this field for many who have to struggle with this.	12652	120336	92120	2015-06-08
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2017-12-15	1	Opening Speech	2682288	295	92111	2015-03-20
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2018-08-17	1	Opening Speech	1309965	374578	92098	2015-10-07
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2018-08-17	2	How airport biometrics systems work.	12397	374578	92098	2015-10-07
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2018-08-17	3	Risk management under pressure in the twenty four hour economy.	2660571	295	92111	2015-03-20
Casino Regulatory Authority (CRA)'s Workplan Seminar 	2018-08-17	4	The danger of putting too much personal information on social networks.	25457	374578	92098	2015-10-07
Charity Governance Conference	2016-09-11	1	Opening Speech	25517	454306	92134	2015-11-07
Charity Governance Conference	2016-09-11	2	Computers benefit students in school.	12729	374578	92098	2015-10-07
Charity Governance Conference	2016-09-11	3	Suitable Investment Strategies	12716	374586	92122	2016-08-15
Charity Governance Conference	2016-09-11	4	Improving the active learning curve in education.	546910	454306	92134	2015-11-07
Charity Governance Conference	2017-08-17	1	Opening Speech	3019253	374576	92114	2015-10-07
Charity Governance Conference	2017-08-17	2	Management's approaches and the way in which they impact employee yield	25605	295	92111	2015-03-20
Charity Governance Conference	2017-08-17	3	How To Build A World Which Operates On Alternative Sources Of Energy	329671	374588	92128	2017-05-07
Charity Governance Conference	2018-07-21	1	Opening Speech	25549	454306	92134	2015-11-07
Charity Transparency and Governance Awards	2016-04-24	1	Opening Speech	2240887	454306	92134	2015-11-07
Charity Transparency and Governance Awards	2016-04-24	2	South-American tropical forests.	25668	295	92111	2015-03-20
Charity Transparency and Governance Awards	2016-04-24	3	The Effects Of Divorce On Young Children	12402	374578	92117	2015-10-07
Charity Transparency and Governance Awards	2016-04-24	4	The influenza vaccination effectiveness is poor.	2873381	295	92111	2015-03-20
Charity Transparency and Governance Awards	2016-04-24	5	Simple AIDS prevention tips.	34843	374578	92098	2015-10-07
Charity Transparency and Governance Awards	2017-05-18	1	Opening Speech	1322623	374578	92117	2015-10-07
Charity Transparency and Governance Awards	2017-05-18	2	The history of greyhound dogs.	2673101	374578	92098	2015-10-07
Charity Transparency and Governance Awards	2017-05-18	3	How is text messaging affecting teen literacy?	26010	374586	92120	2017-04-24
Charity Transparency and Governance Awards	2017-05-18	4	The most interesting world records.	2021913	374586	92120	2017-04-24
Charity Transparency and Governance Awards	2017-05-18	5	The benefits of regular exercise.	3227554	374588	92128	2017-05-07
Charity Transparency and Governance Awards	2018-07-04	1	Opening Speech	25678	3404254	92120	2018-05-07
Charity Transparency and Governance Awards	2018-07-04	2	Sometimes it is okay to lie.	12582	374578	92098	2015-10-07
Citi-SMU Financial Literacy Symposium 	2016-02-20	1	Opening Speech	38768	374578	92117	2015-10-07
Citi-SMU Financial Literacy Symposium 	2016-02-20	2	The effects of eating disorders.	25799	374576	92114	2015-10-07
Citi-SMU Financial Literacy Symposium 	2016-02-20	3	The education system in Pakistan.	3195245	374588	92172	2015-10-07
Citi-SMU Financial Literacy Symposium 	2017-06-19	1	Opening Speech	12775	374588	92128	2017-05-07
Citi-SMU Financial Literacy Symposium 	2017-06-19	2	How Amazon started its path towards success.	3449984	454306	92134	2015-11-07
Citi-SMU Financial Literacy Symposium 	2017-06-19	3	Why public speaking is the number one phobia on the planet.	2660562	308	92122	2017-04-24
Citi-SMU Financial Literacy Symposium 	2017-06-19	4	Increasing weight leads to increasing condition and risks.	12683	374586	92120	2017-04-24
Citi-SMU Financial Literacy Symposium 	2017-06-19	5	Modes of communication are constantly changing.	748569	454306	92134	2015-11-07
Citi-SMU Financial Literacy Symposium 	2017-06-19	6	How watches work.	2069674	374588	92128	2017-05-07
Citi-SMU Financial Literacy Symposium 	2017-06-19	7	How to take your next big step in life.	3652	374578	92098	2015-10-07
Citi-SMU Financial Literacy Symposium 	2017-06-19	8	The health benefits of dark chocolate.	12428	374578	92117	2015-10-07
Citi-SMU Financial Literacy Symposium 	2018-06-13	1	Opening Speech	2808404	374578	92117	2015-10-07
Citi-SMU Financial Literacy Symposium 	2018-06-13	2	How smoking is harmful to your health.	25919	295	92111	2015-03-20
Citi-SMU Financial Literacy Symposium 	2018-06-13	3	Back pain exercises to stretch and strengthen your back and supporting muscles.	3098252	454306	92134	2015-11-07
Citi-SMU Financial Literacy Symposium 	2018-06-13	4	Back pain exercises to stretch and strengthen your back and supporting muscles.	2885764	295	92111	2015-03-20
Citi-SMU Financial Literacy Symposium 	2018-06-13	5	Becoming a millionaire will not make you happy.	25899	374578	92117	2015-10-07
Citi-SMU Financial Literacy Symposium 	2018-06-13	6	The benefits of male paternity leave.	2885815	3404254	92120	2018-05-07
Citi-SMU Financial Literacy Symposium 	2018-06-13	7	The best butterfly collecting methods.	2460539	374576	92114	2015-10-07
Closing Ceremony of National School Games	2015-07-19	1	Opening Speech	320467	120336	92120	2015-06-08
Closing Ceremony of National School Games	2015-07-19	2	Progressive fees and the influence they exert on the provision of welfare to those in need	307804	120336	92120	2015-06-08
Closing Ceremony of National School Games	2016-05-06	1	Opening Speech	3470471	374578	92117	2015-10-07
Closing Ceremony of National School Games	2017-10-07	1	Opening Speech	1332090	454306	92134	2015-11-07
Closing Ceremony of National School Games	2017-10-07	2	How to survive a shark attack.	25777	2649564	92120	2017-09-22
Closing Ceremony of National School Games	2017-10-07	3	Torture as an interrogation technique is never acceptable.	3443	374578	92117	2015-10-07
Closing Ceremony of National School Games	2017-10-07	4	Why bats hang upside down.	173871	308	92122	2017-04-24
Commissioning Parade	2015-05-14	1	Opening Speech	3434807	298	92114	2015-03-20
Commissioning Parade	2015-05-14	2	The Essence Of Education In Building An Industrial Society	337	300	92098	2015-03-20
Commissioning Parade	2015-05-14	3	The need for mandatory drug testing in our society.	3811192	300	92117	2015-03-20
Commissioning Parade	2016-03-17	1	Opening Speech	25899	374578	92098	2015-10-07
Commissioning Parade	2017-06-15	1	Opening Speech	387239	374586	92120	2017-04-24
Commissioning Parade	2017-06-15	2	The benefits of having a female boss.	3344533	374586	92120	2017-04-24
Commissioning Parade	2017-06-15	3	Feminism and its misconceptions.	12746	374578	92098	2015-10-07
Commissioning Parade	2017-06-15	4	Famous parliament buildings	761426	374586	92120	2017-04-24
