jobid	jobtitle	phone	joblevel	deptid	reportto	jobtype
89151	"Deputy Director, Energy & Environment Research Directorate"	66842627	8	89149	89150	NP
89152	"Head, Energy & Environment Research Directorate"	66842955	10	89149	89150	NP
89153	"Assistant Head, Energy & Environment Research Directorate"	66842392	10	89149	89152	NP
89154	"Senior Officer, Energy & Environment Research Directorate"	66945056	8	89149	89150	NP
89155	"Secretary, Energy & Environment Research Directorate"	66932066	10	89149	89150	NP
89156	"Senior Officer, Energy & Environment Research Directorate"	66842392	8	89149	89150	NP
89158	"Director, BMS EXCO Planning & Coordination Office"	66945094	8	89157	\N	NP
89159	"Head, BMS EXCO Planning & Coordination Office"	66945057	10	89157	89158	NP
89160	"Assistant Head, BMS EXCO Planning & Coordination Office"	66945098	8	89157	89159	NP
89161	"Senior Project Manager, BMS EXCO Planning & Coordination Office"	66945184	9	89157	89158	NP
89162	"Executive, BMS EXCO Planning & Coordination Office"	66945037	8	89157	89158	NP
89163	"Executive Director, BMS EXCO Planning & Coordination Office"	66945037	9	89157	89129	NP
89164	"Deputy Director, BMS EXCO Planning & Coordination Office"	66945090	8	89157	89163	NP
89165	"Senior Project Manager, BMS EXCO Planning & Coordination Office"	66945147	8	89157	89163	NP
89166	"Head, BMS EXCO Planning & Coordination Office"	66945052	9	89157	89163	NP
89167	"Assistant Head, BMS EXCO Planning & Coordination Office"	66945093	9	89157	89166	NP
89168	"Assistant Head, BMS EXCO Planning & Coordination Office"	66945086	8	89157	89163	NP
89169	"Executive, BMS EXCO Planning & Coordination Office"	63349029	9	89157	89163	NP
89171	"Director, Biological and Medical Sciences Directorate"	66945023	8	89170	89129	NP
89172	"Assistant Head, Biological and Medical Sciences Directorate"	66945081	8	89170	89171	NP
89173	"Senior Officer, Biological and Medical Sciences Directorate"	66842914	9	89170	89171	NP
89175	"Director, Physical Sciences & Engineering Directorate"	66842906	8	89174	89129	NP
89176	"Deputy Director, Physical Sciences & Engineering Directorate"	66842941	11	89174	89175	NP
89177	"Head, Physical Sciences & Engineering Directorate"	66842939	9	89174	89175	NP
89178	"Assistant Head, Physical Sciences & Engineering Directorate"	66945028	8	89174	89177	NP
89179	"Senior Officer, Physical Sciences & Engineering Directorate"	66842831	10	89174	89175	NP
89180	"Secretary, Physical Sciences & Engineering Directorate"	66945038	8	89174	89175	NP
89247	Permanent Secretary (National Security and Intelligence Coordination)	69087137	11	89182	92137	NP
89184	Senior Director (National Security Coordination Centre)	63539410	8	89183	89247	NP
89185	Director	63539398	8	89183	89184	NP
89186	Deputy Director	63539687	9	89183	89185	NP
89187	Personal Assistant	63539413	8	89183	89186	NP
89188	Senior Assistant Director	63539480	9	89183	89185	NP
89189	Assistant Director	63539484	8	89183	89185	NP
89190	Management Support Officer	63539423	8	89183	89184	NP
89191	Deputy Director (National Security Curriculum)	63539407	11	89183	89184	NP
89192	Deputy Director (Policy and International Relations)	63539624	8	89183	89184	NP
89193	Deputy Director (Strategic Plans and Resource)	63539408	10	89183	89184	NP
89194	"Senior Assistant Director (Communications, Policy and International Relations)"	63539484	9	89183	89184	NP
89195	Assistant Director (Policy and International Relations)	63539483	9	89183	89184	NP
89196	Assistant Director (Strategic Plans and Resource)	63539480	8	89183	89184	NP
89197	Senior Assistant Director (National Security Curriculum)	63539054	10	89183	89184	NP
89198	Assistant Director (National Security Curriculum)	63539814	9	89183	89184	NP
89199	Senior Assistant Director (Strategic Plans and Resource)	63539482	8	89183	89184	NP
89200	Management Support Officer (National Security Curriculum)	63539067	10	89183	89184	NP
89201	Director (National Security Coordination Centre)	63539407	9	89183	89184	NP
89202	Deputy Director (RAHS Programme Office)	63539624	10	89183	89184	NP
89203	Assistant Director (RAHS Programme Office)	63539511	8	89183	89184	NP
89204	"Personal Assistant to Director (National Security Coordination Centre), Deputy Director (RAHS Programme Office), Deputy Director (Policy and Internati"	63539412	10	89183	89184	NP
89205	Personal Assistant to Senior Director (National Security Coordination Centre) and Deputy Director (National Security Curriculum)	63539413	9	89183	89184	NP
89206	Senior Assistant Director (RAHS Programme Office)	63539507	10	89183	89184	NP
89207	Special Consultant (National Security Curriculum)	63539403	9	89183	89184	NP
89208	"Personal Assistant to Senior Director (National Security Coordination Centre), Deputy Director (National Security Curriculum) and Special Consultant ("	63539413	10	89183	89184	NP
89209	Personal Assistant to Deputy Director (National Security Curriculum) and Special Consultant (National Security Curriculum)	63539413	9	89183	89184	NP
89210	"Personal Assistant to Senior Director (National Security Coordination Centre), Director (National Security Coordination Centre), Deputy Director (Stra"	63539412	8	89183	89184	NP
89211	Director (RAHS Programme Office)	63539407	10	89183	89184	NP
89212	Senior Assistant Director (RAHS Programme Office)	63539507	8	89183	89211	NP
89213	Assistant Director (RAHS Programme Office)	63539511	8	89183	89211	NP
89214	Deputy Director (RAHS Programme Office)	63539651	10	89183	89211	NP
89215	Senior Assistant Director (Policy and International Relations)	63539514	10	89183	89184	NP
89216	"Personal Assistant to Covering Senior Director (National Security Coordination Centre), Director (RAHS Programme Office), Deputy Director (Strategic P"	63539439	9	89183	89184	NP
89217	Personal Assistant to Senior Director (National Security Coordination Centre)	63539411	10	89183	89184	NP
89218	Personal Assistant to Director (RAHS Programme Office) and Deputy Director (Strategic Plans and Resource)	63539412	10	89183	89184	NP
89219	"Management Support Officer (Policy and International Relations), Personal Assistant to Deputy Director (Policy and International Relations) and Person"	63539067	9	89183	89184	NP
89220	Head (RAHS Think Centre / RAHS Programme Office)	63539507	8	89183	89184	NP
89221	Head (RAHS Solutions Centre / RAHS Programme Office)	63539505	10	89183	89184	NP
89222	Lead (Capability Development / RAHS Solutions Centre / RAHS Programme Office)	63539505	8	89183	89184	NP
89224	Senior Analyst (RAHS Think Centre / RAHS Programme Office)	63539477	10	89183	89184	NP
89225	Analyst (RAHS Think Centre / RAHS Programme Office)	63539058	10	89183	89184	NP
89226	Consultant (RAHS Solutions Centre / RAHS Programme Office)	63539506	8	89183	89184	NP
89227	Deputy Director (Policy and International Relations) - Designate	63539487	9	89183	89184	NP
89228	"Personal Assistant to Director (National Security Coordination Centre), Deputy Director (Strategic Plans and Resource), Deputy Director (RAHS Programm"	63539412	9	89183	89184	NP
89230	Senior Director (National Security Research Centre)	63539404	9	89229	89247	NP
89231	Director (National Security Research Centre)	63539363	8	89229	89230	NP
89232	Deputy Director (National Security Research Centre)	63539491	8	89229	89231	NP
89233	Senior Assistant Director (National Security Research Centre)	63539426	11	89229	89231	NP
89234	Assistant Director (National Security Research Centre)	63539473	8	89229	89231	NP
89235	"Personal Assistant to Senior Director (National Security Research Centre), Director (National Security Research Centre) and Deputy Director (National"	63539412	8	89229	89230	NP
89236	Personal Assistant to Senior Director (National Security Research Centre)	63539412	10	89229	89230	NP
89237	Personal Assistant to Director (National Security Research Centre) and Deputy Director (National Security Research Centre)	63539413	8	89229	89230	NP
89238	Management Support Officer (Information Management)	63539476	10	89229	89230	NP
89241	Senior Director (Resilience Policy and Research Centre)	63539405	11	89240	89247	NP
89242	Personal Assistant to Senior Director (Resilience Policy and Research Centre)	63539400	9	89240	89241	NP
89243	Senior Assistant Director (Resilience Policy and Research Centre)	63539509	9	89240	89241	NP
89244	Assistant Director (Resilience Policy and Research Centre)	63539513	10	89240	89241	NP
89245	Senior Analyst (Resilience Policy and Research Centre)	63539509	10	89240	89241	NP
89246	Analyst (Resilience Policy and Research Centre)	63539324	10	89240	89241	NP
89248	Personal Assistant to Permanent Secretary	69087137	10	89182	89247	NP
89249	Quality Service Manager	63542368	10	89182	89247	NP
89251	Senior Assistant Director (Human Resource)	63539480	9	89182	89247	NP
89252	Director (Corporate Services)	63539478	9	89182	89247	NP
89253	Personal Assistant to Director (Corporate Services)	63539475	8	89182	89252	NP
89254	Deputy Secretary (Security Coordination)	64785946	10	89182	89247	NP
89255	Personal Assistant to Deputy Secretary - covering	64785946	9	89182	89247	NP
89256	Deputy Director (Corporate Services)	63539478	9	89182	89247	NP
89257	Senior Manager (Human Resource)	63539480	9	89182	89247	NP
89259	Permanent Secretary (Public Service Division)	63327365	11	89258	92137	NP
89260	Deputy Secretary (Development)	63324777	8	89258	89259	NP
89261	Personal Assistant to DS (Transformation)	68358299	10	89258	89260	NP
89262	Personal Assistant to DS (Development)	68358299	8	89258	89260	NP
89263	Quality Service Manager	6.33E+07	10	89258	89259	NP
89264	Personal Assistant to PS(PSD) cum Senior Executive (HC Services and Leadership Development)	63327302	10	89258	89259	NP
89265	"Personal Assistant to DS (Workforce) and SD(HRP,LD&PSL)"	63328672	10	89258	89259	NP
89266	Deputy Secretary (Leadership)	63324789	8	89258	89259	NP
89267	Personal Assistant to DS (Leadership) & SD (Programme Office) cum Senior Assistant Executive (Programme Office)	63328701	10	89258	89259	NP
89268	Deputy Secretary (Policy)	63328672	9	89258	89259	NP
89269	Personal Assistant to DS (Workforce)	63328672	8	89258	89268	NP
89270	Personal Assistant to DS (Policy)	63328672	10	89258	89268	NP
89271	Personal Assistant to PS(PSD) cum Executive (HC Services and Leadership Development)	63327310	10	89258	89259	NP
89272	Personal Assistant to PS(PSD)	63327310	8	89258	89259	NP
89273	Personal Assistant to DS (Development)	68358299	9	89258	89259	NP
89323	Director	63327331	11	89275	89259	NP
89277	Manager	92294474	11	89276	89323	NP
89278	Senior Assistant Executive	92294303	10	89276	89277	NP
89279	Senior Assistant Executive	92294080	10	89276	89277	NP
89280	Assistant Executive	92294251	9	89276	89277	NP
89281	Administration Assistant	92294273	9	89276	89277	NP
89282	Assistant Director	92294073	8	89276	89323	NP
89283	Senior Assistant Executive	92294545	9	89276	89282	NP
89284	Assistant Executive	92294292	10	89276	89282	NP
89285	Administration Assistant	92294273	8	89276	89282	NP
89286	Senior Assistant Executive	92294075	8	89276	89282	NP
89287	Manager	92383751	9	89276	89282	NP
89288	Senior Executive	92294545	9	89276	89282	NP
89289	Senior Executive	92294545	9	89276	\N	NP
89290	Senior Assistant Executive	92294538	9	89276	89289	NP
89291	Assistant Executive	92294285	9	89276	89289	NP
89292	Administration Assistant	92294232	8	89276	89289	NP
89293	Senior Executive	92294529	9	89276	89289	NP
89295	Assistant Director	92294077	11	89294	89323	NP
89296	Manager	92294430	9	89294	89295	NP
89297	Senior Executive	92294073	8	89294	89295	NP
89298	Executive	92294213	10	89294	89295	NP
89299	Executive	92294000	10	89294	89295	NP
89300	Assistant Director	98889188	8	89294	89295	NP
89301	Senior Assistant Executive	92294213	8	89294	89295	NP
89302	Senior Executive	92294061	8	89294	89295	NP
89303	Assistant Executive	92294304	8	89294	89295	NP
89305	Director	63327328	8	89304	89323	NP
89306	Manager	92294456	9	89304	89305	NP
89307	Executive	92294380	11	89304	89305	NP
89308	Senior Executive	92294470	9	89304	89323	NP
89309	Executive	92294365	9	89304	89308	NP
89310	Senior Assistant Executive	92294544	8	89304	89309	NP
89311	Assistant Director	92294072	10	89304	89323	NP
89312	Senior Executive	92294466	10	89304	89311	NP
89313	Executive	92294365	8	89304	89311	NP
89314	Senior Assistant Executive	92294550	8	89304	89313	NP
89316	Manager	92294286	8	89315	89323	NP
89317	Senior Executive	92294499	11	89315	89316	NP
89318	Senior Assistant Executive cum Personal Assistant to Director	63327807	9	89315	89316	NP
89319	Assistant Director	98889159	10	89315	89323	NP
89320	Manager	92294283	10	89315	89319	NP
89321	Senior Assistant Executive cum Personal Assistant to Director	63327807	10	89315	89319	NP
89322	Senior Executive	92294280	8	89315	89319	NP
89324	Personal Assistant to Director (CS&HRMIS) cum Senior Assistant Executive	63327843	10	89275	89323	NP
89325	Senior Assistant Executive cum Personal Assistant to Director	63327783	8	89275	89323	NP
89347	Director	63327269	8	89326	89259	NP
89328	Senior Assistant Director	92294478	11	89327	89347	NP
89329	Senior Manager	92294119	10	89327	89328	NP
89330	Manager	98889660	10	89327	89328	NP
89331	Senior Executive	92294249	10	89327	89328	NP
89332	Assistant Director	98889183	9	89327	89328	NP
89333	Executive	98889202	10	89327	89328	NP
89334	Senior Assistant Executive	92294340	10	89327	89333	NP
89335	Senior Assistant Executive	92294158	8	89327	89328	NP
89336	Communications Designer	92294295	10	89327	89328	NP
89337	Assistant Executive	92294264	10	89327	89328	NP
89339	Assistant Director	92294121	8	89338	89347	NP
89340	Manager	98889120	11	89338	89339	NP
89341	Senior Executive	92294043	9	89338	89339	NP
89342	Senior Executive	98889134	8	89338	89339	NP
89343	Assistant Director	92294300	9	89338	89339	NP
89344	Executive	92294364	10	89338	89339	NP
89345	Senior Assistant Executive	92294238	10	89338	89344	NP
89346	Assistant Executive	92294244	10	89338	89344	NP
89348	Personal Assistant to Director cum Senior Assistant Executive	92294136	9	89326	89347	NP
89349	Second Director	68379326	8	89326	89347	NP
89350	Personal Assistant to Second Director	68379049	8	89326	89349	NP
89351	Personal Assistant to Second Director cum Senior Assistant Executive	92294158	8	89326	89347	NP
89380	Senior Director (Development)	63328376	11	89352	89259	NP
89354	Senior Assistant Director	92294386	8	89353	89380	NP
89355	Assistant Director	92294124	8	89353	89354	NP
89356	Lead Analyst	92294526	8	89353	89354	NP
89357	Lead Analyst	98889163	9	89353	89354	NP
89358	Senior Analyst	98889154	11	89353	89354	NP
89359	Analyst	92294125	8	89353	89354	NP
89360	Senior Analyst	92294144	9	89353	89354	NP
89361	Deputy Director	92294065	8	89353	89380	NP
89362	Senior Assistant Director	92294379	9	89353	89361	NP
89363	Assistant Director	92294117	10	89353	89361	NP
89364	Lead Analyst	92294519	8	89353	89361	NP
89365	Lead Analyst	98889137	10	89353	89361	NP
89366	Analyst	92294103	9	89353	89361	NP
89368	Principal Analyst	92294289	9	89367	89380	NP
89369	Senior Analyst	92294538	11	89367	89368	NP
89370	Analyst	92294508	10	89367	89368	NP
89371	Lead Analyst	92294288	9	89367	89368	NP
89372	Senior Assistant Director	92294228	10	89367	89380	NP
89373	Principal Analyst	92294285	9	89367	89372	NP
89374	Lead Analyst	92294213	8	89367	89372	NP
89375	Senior Analyst	98889163	9	89367	89372	NP
89376	Senior Analyst	92294529	9	89367	89372	NP
89377	Analyst	92294516	10	89367	89372	NP
89378	Senior Assistant Analyst	92294158	9	89367	89377	NP
89379	Senior Assistant Analyst	92294022	8	89367	89372	NP
89381	Personal Assistant to D(SPR) and D(DWPO) & Second Director (HRMIS) cum Senior Assistant Analyst	63328697	10	89352	89380	NP
89382	Deputy Director (HR Intelligence)	92294202	9	89352	89380	NP
89383	Director	63328705	8	89352	89380	NP
89384	Senior Assistant Director	92294005	8	89352	89383	NP
89385	Director (SPR) & Second Director(HRMIS)	63328705	9	89352	89380	NP
89386	Personal Assistant to SD(Devt) & D(SPR) cum Senior Assistant Analyst	63328708	8	89352	89380	NP
89387	Senior Assistant Director	92294005	10	89352	89380	NP
89388	Senior Assistant Analyst cum Personal Assistant to SD(Devt) & D(SPR)	63328705	8	89352	89380	NP
89389	Second Director	63327129	10	89352	89380	NP
89390	Personal Assistant to Second Director cum Senior Assistant Executive	63327628	8	89352	89380	NP
