staffid	jobid	postdate	enddate
120336	89985	2015-03-19	2015-05-15
120336	92368	2014-03-03	2014-06-06
120337	92121	2015-06-08	2016-07-22
120337	92126	2016-08-07	2018-04-22
120338	89965	2004-03-11	2005-06-11
120338	90012	2003-09-12	2003-10-17
120338	90077	2004-11-11	2005-04-14
120338	90401	2005-03-14	2005-08-26
120338	93241	2004-02-28	2004-05-21
120338	93249	2005-05-05	2005-09-21
120339	92182	2015-06-08	2015-09-22
132694	89109	2018-04-07	2018-06-22
132694	89153	2015-06-08	2016-04-07
132723	89053	2018-04-07	2018-10-22
132723	89059	2016-06-13	2017-01-07
132723	89065	2015-06-08	2016-04-07
132794	89967	2015-06-08	2017-05-07
132799	89652	2017-05-22	2017-05-22
132799	89968	2015-06-08	2017-05-07
132820	89739	2017-06-23	2018-10-22
132820	89753	2017-06-23	2018-10-22
132919	90626	2015-06-08	2015-06-08
145760	92564	2016-08-07	2016-12-22
145760	93391	2015-06-08	2016-07-22
145763	92500	2016-09-07	2017-05-22
145763	92503	2016-08-07	2016-08-29
145763	92598	2017-02-07	2017-07-07
145763	93414	2015-06-08	2015-06-08
145767	92595	2017-02-07	2017-07-07
145767	93420	2015-06-08	2015-06-08
145771	92520	2016-08-07	2017-01-22
145771	93436	2016-04-07	2016-07-22
145771	93447	2015-06-08	2016-03-22
145778	93433	2015-06-08	2016-07-22
145813	89277	2018-09-22	2018-10-22
145813	89287	2018-04-07	2018-09-07
145813	89306	2018-05-08	2018-10-22
145813	89308	2017-08-22	2018-04-23
145813	89312	2017-05-22	2017-07-22
145888	90142	2015-06-08	2016-08-29
145888	90401	2015-06-08	2016-08-29
145943	90368	2017-05-07	2017-05-07
145961	89466	2017-05-22	2018-10-22
146019	90635	2015-06-08	2018-10-22
146040	90664	2016-02-07	2018-10-22
146040	90667	2016-04-07	2016-04-07
146040	90672	2015-06-08	2016-01-22
155138	90346	2015-06-08	2015-11-22
155138	90349	2015-09-22	2015-09-22
155141	91534	2015-06-08	2018-10-22
155147	91570	2016-06-13	2016-06-13
155147	91582	2018-04-23	2018-09-22
155147	91587	2016-06-13	2018-10-22
155147	91589	2015-06-08	2016-04-07
155192	91814	2016-08-07	2016-10-22
155192	91817	2018-07-22	2018-10-22
155192	91818	2016-11-15	2018-07-07
155192	91830	2015-06-08	2016-07-22
155204	91858	2018-07-22	2018-10-22
155204	91859	2016-11-15	2018-07-07
155204	91868	2015-06-08	2016-10-22
155207	91886	2015-06-08	2018-10-22
155207	91888	2016-11-15	2017-12-07
159083	91629	2016-11-15	2018-10-22
159083	91630	2015-06-08	2016-10-22
159106	91746	2017-04-07	2017-11-28
159106	91959	2016-11-15	2017-05-23
159106	91960	2015-06-08	2016-10-22
159106	92031	2017-12-07	2018-10-22
161701	92163	2017-01-07	2018-10-22
164784	88908	2015-07-22	2016-01-07
165014	92272	2015-07-22	2015-10-22
165016	92273	2015-07-22	2018-06-22
173610	93468	2015-07-22	2015-07-22
173624	88955	2015-07-22	2016-04-07
173634	89145	2015-07-22	2015-11-22
173645	89155	2015-07-22	2016-04-07
173651	88986	2018-04-07	2018-10-22
173651	88989	2015-07-22	2017-07-22
173680	89030	2015-07-22	2017-07-22
173688	89047	2015-07-22	2016-04-07
173690	89138	2015-07-22	2016-04-07
173691	89142	2015-07-22	2016-04-07
173692	89139	2015-07-22	2017-09-22
173694	89140	2015-07-22	2017-09-22
173841	89693	2017-05-22	2018-10-22
173841	90127	2016-04-07	2017-05-07
173865	92213	2015-07-22	2017-12-22
173866	92225	2015-07-22	2018-08-22
173867	92234	2015-07-22	2017-12-22
173868	92228	2015-07-22	2015-09-07
173870	92220	2015-07-22	2016-11-22
173871	92220	2017-03-22	2017-07-22
173871	92221	2015-07-22	2016-03-22
173875	92221	2016-04-07	2018-01-22
173876	92214	2015-07-22	2016-04-07
173880	92215	2015-07-22	2015-12-22
173881	92217	2017-04-07	2018-10-22
173881	92236	2015-07-22	2017-03-22
173882	92230	2017-04-07	2018-04-22
173883	92218	2018-04-22	2018-10-22
173883	92231	2018-01-07	2018-04-07
173883	92237	2015-07-22	2016-04-07
173883	92245	2017-11-27	2018-10-22
173883	92251	2017-04-07	2017-09-22
173883	92253	2016-06-13	2017-03-22
173883	92260	2018-04-07	2018-10-22
173883	92264	2017-04-07	2018-03-22
173883	92269	2016-06-13	2017-03-22
173884	92248	2015-07-22	2017-09-22
173885	92254	2015-07-22	2017-02-22
173886	92213	2018-01-07	2018-10-22
173886	92262	2015-07-22	2018-03-22
173887	92263	2015-07-22	2017-09-22
173888	92266	2015-07-22	2017-02-22
173888	93121	2018-02-22	2018-10-22
173888	93155	2017-09-22	2018-02-07
173888	93161	2017-07-07	2017-09-07
173888	93200	2017-03-22	2017-05-22
173889	92268	2017-03-22	\N
173889	92271	2015-07-22	2016-03-22
173891	92265	2017-07-07	2018-03-22
173891	92673	2016-08-07	2017-06-22
173891	92674	2017-07-07	2017-12-22
173891	92676	2015-07-22	2016-07-22
173906	90828	2016-02-07	2017-02-07
173906	90836	2015-09-07	2016-01-22
173906	90842	2015-07-22	2015-07-22
173930	91339	2015-07-22	2018-10-22
186151	92552	2016-08-07	2016-12-07
186151	92554	2016-12-22	2016-12-22
186151	93382	2015-11-22	2016-07-22
186393	91426	2018-04-07	2018-10-22
186393	91431	2017-05-22	2018-03-22
186393	91438	2016-04-07	2017-05-07
186393	91483	2015-07-22	2016-03-22
186504	90915	2016-02-07	2016-04-07
186504	90916	2015-07-22	2016-01-22
186515	90925	2016-02-07	2016-04-07
186515	90926	2015-07-22	2016-01-22
186689	91334	2016-02-07	2018-02-07
195396	89559	2017-05-22	2018-03-22
195396	90485	2017-01-07	2017-05-07
195396	90566	2015-09-07	2016-12-22
195396	90599	2015-07-22	2015-07-22
195495	91740	2016-11-15	2018-10-22
195495	91753	2015-07-22	2016-10-22
199553	91633	2016-11-15	2018-10-22
199553	91634	2015-07-22	2016-10-22
199557	91662	2016-11-15	2017-07-08
199557	91663	2015-07-22	2016-10-22
298666	89266	2018-06-07	2018-10-22
298666	90825	2015-09-07	2018-10-22
298666	91398	2015-10-22	2016-10-22
307467	88749	2016-06-13	2017-04-07
307467	88767	2015-09-07	2016-04-07
307469	88736	2017-06-22	2018-10-22
307469	88740	2015-09-07	2017-04-07
307470	88738	2017-04-22	2017-05-22
307470	88746	2016-06-13	2017-04-07
307470	88768	2015-09-07	2016-04-07
307480	88806	2015-09-07	2016-04-07
307484	88790	2016-06-13	2017-04-07
307484	88804	2015-09-07	2016-04-07
307486	88796	2016-06-13	2016-10-22
307486	88805	2015-09-07	2016-04-07
307497	88827	2016-06-13	2017-04-07
307497	88851	2015-09-07	2016-04-07
307532	92402	2017-04-07	2017-05-22
307532	92403	2016-08-07	2017-03-22
307566	88959	2015-09-07	2016-08-29
307723	89756	2017-06-23	2018-07-22
307723	90002	2015-09-07	2015-09-22
307749	89575	2018-01-22	2018-10-22
307749	89581	2017-11-28	2018-01-07
307749	89582	2017-09-07	2017-09-22
307749	90092	2015-09-07	2016-08-29
307775	89428	2017-06-23	2018-10-22
307775	89866	2016-11-15	2017-05-22
307775	89876	2015-09-07	2016-10-22
307791	89776	2017-08-22	2018-10-22
307791	90200	2015-09-07	2016-09-22
307791	90212	2016-10-07	2016-10-22
307791	90231	2016-11-15	2017-05-07
307791	90252	2016-11-15	2017-05-07
307791	90308	2016-04-07	2016-07-22
307804	92293	2015-11-07	2017-03-22
307804	92296	2015-09-07	2015-10-22
307804	92385	2017-04-07	2018-08-22
307807	92305	2015-09-07	2015-12-07
307811	92266	2017-04-07	2017-12-07
307811	92268	2015-09-07	2017-03-22
307819	92220	2016-11-22	2017-03-22
307819	92229	2018-04-22	2018-07-22
307819	92232	2017-04-07	2018-03-22
307819	92239	2018-04-07	2018-04-07
320330	92313	2017-04-07	2017-07-08
320330	92318	2016-08-07	2017-03-22
320378	92426	2016-08-07	2017-05-22
320378	93362	2015-09-07	2016-07-22
320392	92551	2016-08-07	2016-12-22
320392	93381	2015-09-07	2016-07-22
320439	89288	2017-05-22	2017-07-22
320439	89289	2017-08-22	2017-09-23
320439	90017	2015-09-07	2017-05-07
320446	89295	2018-04-23	2018-10-22
320446	89300	2018-03-07	2018-04-07
320446	90030	2016-07-22	2016-10-22
320446	90037	2015-09-07	2017-02-22
320467	90059	2016-04-07	2017-05-07
320467	90063	2015-09-07	2016-03-22
320486	89586	2017-05-22	2018-04-23
320486	89738	2018-06-23	2018-10-22
320486	90481	2017-01-07	2017-05-07
320486	90508	2017-01-07	2017-05-07
320486	90567	2015-09-07	2016-12-22
320486	90582	2015-09-07	2016-12-22
320524	89460	2017-05-22	2017-09-23
320524	90113	2017-05-07	2017-05-07
320524	90115	2015-09-07	2017-04-22
320524	90389	2017-05-07	2017-05-07
320524	90391	2015-09-07	2017-04-22
320554	89898	2015-09-07	2016-03-22
320555	89885	2015-09-07	2016-05-22
320702	90745	2018-04-07	2018-10-22
320703	90733	2017-04-22	2018-10-22
320726	90777	2016-06-13	2018-03-22
320849	91116	2016-06-13	2018-10-22
320947	91348	2018-03-22	2018-05-23
320947	91353	2016-06-13	2018-03-07
320947	91362	2017-07-07	2018-05-07
320947	91368	2016-02-07	2017-06-23
320947	91369	2015-10-07	2016-01-22
320947	91390	2015-09-07	2015-09-22
320966	91706	2015-09-07	2018-10-22
329675	90246	2016-11-15	2016-11-22
329675	90257	2015-09-07	2016-10-22
329729	91645	2017-11-28	2018-01-07
329729	91651	2018-07-22	2018-10-22
329729	91653	2017-08-22	2018-07-07
329729	91711	2018-07-22	2018-08-22
329729	91712	2015-09-07	2018-07-07
347332	89196	2015-09-22	2017-09-22
347485	92244	2017-11-27	2017-12-22
347485	92249	2015-09-22	2017-09-22
347486	92249	2017-09-22	\N
347486	92256	2015-09-22	2016-03-22
347488	92300	2015-12-22	2018-03-22
347488	92306	2015-09-22	2015-12-07
360130	92567	2016-08-07	2016-09-22
360588	91118	2017-04-07	2018-10-22
374576	89975	2008-12-27	2009-04-23
374577	92115	2015-10-07	2018-10-22
374578	89627	2011-12-03	2012-01-19
374578	90617	2011-03-03	2011-08-18
374579	92118	2015-10-07	2018-10-22
374580	90395	2003-04-19	2003-06-06
374581	92135	2016-08-07	2018-10-22
374581	92136	2015-10-07	2016-07-22
374586	89966	2003-04-30	2005-06-09
374586	89984	2004-05-09	2004-08-12
374586	90438	2005-01-14	2005-05-07
374586	92600	2004-01-05	2004-05-08
374587	92123	2018-04-22	\N
374587	92131	2016-06-13	2016-07-22
374587	92176	2015-10-07	2016-04-07
374588	89725	2008-01-22	2008-02-23
374589	92125	2016-08-07	2017-04-22
374589	92129	2017-05-07	2018-04-22
374589	92133	2016-06-13	2016-07-22
374589	92173	2015-10-07	2016-04-07
374607	92161	2017-01-07	2018-10-22
378068	92100	2015-10-07	2016-08-07
387211	92288	2015-11-07	2018-10-22
387211	92297	2015-10-07	2015-10-22
387216	92255	2015-10-07	2016-04-07
387216	92270	2015-10-07	2016-04-07
387216	92292	2016-06-13	2018-03-07
387239	92215	2015-12-22	2017-09-22
399859	92470	2016-08-07	2017-05-22
399859	93345	2015-10-07	2016-07-22
399935	89296	2018-04-07	2018-10-22
399935	90034	2015-10-07	2017-04-22
400012	89483	2017-05-22	2018-01-07
400012	90114	2016-10-07	2017-04-22
400012	90117	2017-05-07	2017-05-07
400012	90393	2017-05-07	2017-05-07
400016	89482	2017-05-22	2018-05-08
400016	90121	2015-10-07	2017-05-07
400016	90410	2015-10-07	2017-05-07
400022	90143	2015-10-07	2017-05-07
400022	90402	2015-10-07	2017-05-07
400386	91201	2017-09-22	2018-10-22
400386	91207	2015-10-07	2017-09-07
408919	89549	2017-05-22	2018-04-07
408919	90482	2017-01-07	2017-05-07
408983	90344	2015-10-07	2015-10-07
408991	91536	2016-11-15	2018-10-22
408991	91537	2015-10-07	2016-10-22
417866	89132	2016-02-07	2018-01-22
417866	89136	2015-10-22	2016-01-22
417897	92276	2017-02-07	2018-10-22
417897	92281	2017-06-22	2018-06-22
417897	92286	2015-10-22	2017-01-22
439733	92555	2016-12-22	2016-12-22
439739	92499	2016-09-07	2017-05-22
439739	92506	2016-08-07	2016-08-29
439739	92597	2017-02-07	2017-07-07
439739	93417	2015-10-22	2016-07-22
439997	90658	2016-01-22	2017-03-22
440042	90731	2017-04-22	2018-10-22
440042	90762	2017-04-07	2017-04-07
448865	89343	2017-05-22	2018-03-22
448865	90172	2016-11-15	2017-05-07
448865	90190	2016-06-13	2016-10-22
448865	90344	2015-10-22	2016-04-07
454306	89755	2004-03-05	2004-07-15
454306	89979	2002-05-22	2002-10-17
454320	88726	2016-08-29	2018-10-22
454321	88727	2016-08-29	2018-10-22
457799	93197	2015-11-07	2016-07-22
457804	92272	2015-11-07	2015-11-07
457810	91400	2015-11-07	2016-04-07
457821	91398	2016-10-22	2017-10-22
466644	88706	2016-06-13	2018-10-22
466644	88707	2015-11-07	2016-04-07
466670	88721	2016-06-13	2018-07-22
466670	88724	2015-11-07	2016-04-07
466793	89108	2018-04-07	2018-09-22
466793	89118	2016-06-13	2018-03-22
466793	89156	2015-11-07	2016-04-07
466833	89043	2018-04-22	2018-10-22
466833	89162	2015-11-07	2016-04-07
466859	89195	2015-11-07	2018-01-07
466904	89655	2017-05-22	2017-05-22
466904	89688	2018-05-07	2018-10-22
466990	89349	2017-05-22	2017-08-22
466990	90202	2016-03-22	2017-05-07
466990	90216	2015-11-07	2016-03-07
466990	90306	2016-04-07	2016-07-22
466994	89350	2017-06-23	2017-07-22
466994	90201	2015-11-07	2017-05-07
466994	90310	2016-04-07	2016-07-22
467041	92214	2016-04-07	2017-03-22
467041	92215	2017-09-22	2017-11-22
467041	92224	2017-04-07	2018-09-22
467041	92240	2018-10-07	2018-10-22
479638	92385	2016-08-29	2017-03-22
479638	92389	2017-04-07	2017-05-22
479638	92393	2016-08-07	2016-08-07
479638	93286	2015-11-07	2016-07-22
479648	92490	2016-08-07	2017-05-22
479648	93314	2016-04-07	2016-07-22
479648	93315	2015-11-07	2016-03-22
479728	90018	2015-11-07	2015-12-07
479728	90045	2015-11-07	2016-04-07
479859	89918	2016-10-07	2017-05-22
479859	89927	2015-11-07	2016-09-22
488808	90243	2017-01-07	2017-05-07
488808	90245	2016-12-07	2016-12-22
488808	90248	2016-11-15	2016-11-22
488808	90261	2015-11-07	2015-12-22
488808	90268	2016-01-07	2016-10-22
493180	91611	2016-11-15	2017-11-28
493180	91612	2015-11-07	2016-10-22
493180	91664	2017-12-07	2018-10-22
493193	91648	2018-07-22	2018-10-22
493193	91649	2017-07-23	2018-07-07
493193	91678	2016-11-15	2017-07-08
493193	91679	2016-08-07	2016-10-22
493193	91680	2015-11-07	2016-07-22
494347	92156	2017-01-07	2018-10-22
494348	92157	2017-01-07	2018-01-22
506972	89710	2018-02-22	2018-02-22
506972	89730	2017-05-22	2018-02-07
506972	90009	2015-11-22	2017-05-07
519921	89446	2017-05-22	2018-03-22
519921	89469	2018-05-08	2018-10-22
519921	90375	2017-05-07	2017-05-07
519966	89614	2018-08-07	2018-10-22
519966	89618	2018-07-23	2018-10-22
520236	91204	2017-09-22	2018-03-07
520236	91209	2016-02-07	2017-09-07
520236	91210	2015-11-22	2016-01-22
520303	91707	2015-11-22	2018-10-22
534407	92151	2017-01-07	2017-07-22
560347	91355	2016-02-22	2016-12-07
560386	91367	2015-12-07	2015-12-07
587279	92299	2015-12-22	2018-10-22
587279	92442	2018-01-07	2018-07-22
587279	92661	2018-08-07	2018-10-22
587353	91341	2016-02-22	2018-05-07
587353	91351	2017-07-07	2018-03-07
587353	91355	2016-12-07	2017-06-23
587353	91360	2017-07-07	2017-11-28
587353	91367	2015-12-22	2017-06-23
600013	92705	2017-02-07	2017-05-22
600016	89283	2017-05-22	2017-07-22
600016	89290	2017-08-22	2017-09-23
600016	89310	2017-08-22	2018-04-23
600016	89314	2017-05-22	2017-07-22
600016	90018	2015-12-22	2017-05-07
600016	90044	2016-07-22	2017-05-07
600201	89374	2017-05-22	2017-07-22
600201	90454	2015-12-22	2017-05-07
627501	92679	2016-01-07	2016-03-22
667655	89197	2016-01-22	2016-10-07
667763	89552	2018-09-22	2018-10-22
667803	92289	2016-01-22	2016-10-22
667839	92672	2016-08-07	2017-05-22
667839	92677	2016-01-22	2016-07-22
680738	89443	2018-04-07	2018-06-22
680738	89445	2017-05-22	2018-03-22
680738	90373	2017-05-07	2017-05-07
708013	88975	2016-02-07	2017-05-22
708028	89154	2016-02-07	2016-04-07
708037	88988	2016-02-07	2016-04-07
708051	89055	2016-06-13	2018-01-22
708051	89067	2016-02-07	2016-04-07
708267	92216	2016-02-07	2018-10-22
720964	92599	2017-02-07	2017-07-07
721185	89366	2017-05-22	2017-05-22
721185	90441	2016-02-07	2017-05-07
721201	91485	2016-02-07	2016-03-22
721208	91408	2017-04-07	2018-10-22
721208	91416	2016-04-07	2017-03-22
721208	91493	2016-02-07	2016-03-22
721215	91462	2017-07-07	2018-05-07
721215	91470	2016-04-07	2017-06-22
721215	91507	2016-02-07	2016-03-22
721512	91325	2016-02-22	2016-04-07
721512	91334	2018-02-07	\N
748555	89231	2016-02-22	2018-10-22
748556	89232	2016-02-22	2018-10-22
748557	89233	2016-02-22	2018-10-22
748560	89188	2018-09-07	2018-10-22
761336	92435	2016-08-29	2017-05-22
761336	92438	2016-08-07	2016-08-07
761336	93332	2016-03-07	2016-07-22
761336	93337	2016-02-22	2016-02-22
761522	90233	2016-11-15	2017-05-07
761522	90272	2016-02-22	2016-10-22
779597	88862	2016-04-07	2018-10-22
779597	88863	2016-03-07	2016-03-22
779622	88892	2016-03-07	2018-10-22
789069	89234	2016-03-07	2016-03-07
789105	89629	2017-06-23	2017-07-22
789105	89659	2017-05-22	2017-05-22
789105	89684	2017-06-23	2018-01-07
789136	89754	2017-06-23	2018-10-22
789136	90078	2016-03-07	2017-05-07
801811	92324	2017-01-07	2017-07-08
801811	92326	2016-08-07	2016-12-22
801834	93287	2016-03-07	2016-03-22
802048	89505	2018-04-07	2018-10-07
802073	90358	2016-03-07	2017-04-22
802073	90369	2017-05-07	2017-05-07
802161	90683	2017-04-07	2018-03-22
802161	90688	2016-04-07	2017-03-22
802220	90793	2016-03-07	2016-03-22
802220	91445	2016-04-07	2018-10-22
802241	90863	2018-07-07	\N
802241	90869	2016-03-07	2016-04-07
829652	89238	2016-03-22	2016-04-07
829836	90718	2016-03-22	2016-04-07
842721	89363	2017-05-22	2017-07-22
842721	90439	2016-08-08	2017-05-07
842721	90440	2016-03-22	2016-07-22
842784	90770	2018-04-07	2018-10-22
842883	90886	2016-03-22	2017-02-22
842883	90931	2016-03-22	2016-04-07
843039	91325	2016-04-07	2016-10-22
851955	89344	2017-05-22	2018-03-22
851955	90174	2016-11-15	2017-05-07
851955	90193	2016-06-13	2016-10-22
851955	90347	2016-03-22	2016-04-07
860977	92351	2017-04-07	2017-07-07
860977	92353	2016-08-07	2017-03-22
860977	93259	2016-04-07	2016-07-22
870350	89868	2016-11-15	2017-05-07
870350	89877	2016-04-07	2016-10-22
870378	92290	2017-04-07	2018-09-22
870378	92294	2016-04-07	2017-03-22
870387	92231	2016-04-07	2016-04-07
870387	92235	2017-04-07	2017-12-22
870387	92238	2016-06-13	2017-03-22
870387	92274	2016-08-07	2016-09-07
870387	92301	2017-04-07	2018-10-22
870387	92304	2016-04-07	2017-03-22
870387	92443	2018-01-07	2018-07-22
870387	92678	2016-06-13	2016-07-22
870387	92680	2016-04-07	2016-04-07
870387	93201	2016-06-13	2016-11-22
870411	92214	2018-03-22	2018-10-22
870411	92215	2017-11-22	2018-03-22
870435	90856	2016-04-07	2018-10-22
870435	91413	2016-04-07	2017-03-22
883142	92387	2017-04-07	2017-05-22
883142	92390	2016-08-07	2017-03-22
883268	89339	2017-05-22	2018-10-22
883268	90066	2016-06-13	2017-05-07
883268	90071	2016-04-07	2016-04-07
883276	89570	2017-05-22	2018-03-22
883276	89589	2017-05-22	2018-03-22
883276	90497	2017-01-07	2017-05-07
883276	90510	2017-01-07	2017-05-07
883276	90526	2016-04-07	2016-12-22
883276	90585	2016-04-07	2016-12-22
883685	91179	2016-04-07	2018-10-22
883698	91218	2016-04-07	2018-10-22
883698	91244	2017-04-07	2018-10-22
883698	91311	2016-06-13	2017-03-22
883736	91441	2016-04-07	2016-04-07
883736	91446	2016-06-13	2018-10-22
883738	91422	2017-05-22	2018-04-07
883739	91442	2016-04-07	2016-04-07
883739	91447	2016-06-13	2018-10-22
892680	89336	2017-05-22	2018-03-22
892680	90165	2016-11-15	2017-05-07
892680	90187	2016-06-13	2016-10-22
892680	90331	2016-04-07	2016-04-07
1298990	92272	2016-06-13	2017-08-22
1298991	92282	2016-06-13	2017-08-22
1298991	92721	2017-09-07	2017-12-22
1298992	92137	2017-01-07	2017-07-22
1298993	92138	2017-01-07	2017-07-22
1298994	92139	2017-01-07	2018-10-22
1298995	92140	2017-01-07	2018-10-22
1301162	88738	2017-07-22	2017-09-22
1301162	88745	2016-06-13	2017-04-07
1301162	88871	2016-06-13	2017-05-22
1301427	91398	2017-10-22	2017-12-22
1301436	92100	2016-08-07	2016-09-07
1309810	88717	2018-08-07	2018-09-07
1309810	88722	2017-04-22	2018-07-22
1309815	88720	2016-06-13	2018-07-22
1309819	88733	2017-12-07	2018-10-22
1309819	88735	2017-04-22	2017-05-22
1309819	88737	2017-06-22	2017-11-27
1309819	88741	2016-06-13	2017-04-07
1309830	88747	2016-06-13	2017-01-07
1309830	88748	2017-01-23	2017-04-07
1309831	88748	2016-06-13	2017-01-22
1309831	88793	2017-02-07	2017-04-07
1309833	88792	2016-11-15	2017-04-07
1309834	88754	2016-06-13	2017-01-22
1309835	88750	2016-06-24	2017-04-07
1309835	88776	2016-06-13	2016-06-13
1309848	88787	2016-06-13	2017-04-07
1309850	88789	2016-06-13	2017-04-07
1309852	88788	2016-06-13	2017-04-07
1309856	88812	2017-06-22	2018-10-22
1309856	88819	2016-06-13	2017-05-22
1309858	88813	2017-06-22	2017-08-22
1309858	88820	2016-06-13	2017-05-22
1309859	88814	2017-06-22	2018-10-22
1309859	88821	2016-06-13	2017-05-22
1309862	88818	2017-06-22	2018-10-22
1309862	88825	2017-04-07	2017-05-22
1309862	88837	2016-06-13	2017-03-22
1309866	88828	2016-06-13	2017-04-07
1309869	88831	2016-06-13	2017-04-07
1309871	88747	2017-02-07	2017-04-07
1309871	88832	2016-06-13	2017-01-22
1309904	92419	2016-08-07	2017-05-22
1309914	88936	2016-06-13	2018-10-22
1309918	88948	2017-05-07	2018-10-22
1309918	88950	2018-04-07	2018-10-22
1309918	88956	2017-05-07	2018-03-22
1309918	88957	2016-06-13	2017-04-22
1309918	88958	2016-06-13	2017-04-22
1309919	88945	2016-06-13	2018-10-22
1309923	88952	2018-04-07	2018-10-22
1309923	88954	2016-06-13	2018-03-22
1309929	88972	2018-04-07	2018-09-22
1309929	88974	2016-06-13	2018-03-22
1309929	88980	2018-10-07	2018-10-22
1309929	89032	2018-04-07	2018-09-22
1309929	89035	2016-11-15	2018-03-22
1309929	89038	2018-10-07	2018-10-22
1309931	88966	2016-06-13	2018-10-22
1309948	89074	2016-06-13	2018-10-22
1309949	89079	2018-04-07	2018-09-22
1309949	89081	2016-06-13	2018-03-22
1309949	89083	2018-10-07	2018-10-22
1309949	89117	2016-06-13	2018-09-22
1309949	89119	2018-10-07	2018-10-22
1309950	89075	2016-06-13	2018-10-22
1309951	89076	2016-06-13	2018-10-22
1309956	88994	2018-04-07	2018-10-22
1309959	89014	2016-06-13	2016-12-07
1309963	89005	2018-04-07	2018-10-22
1309963	89016	2016-12-22	2017-09-22
1309970	89049	2016-06-13	2018-10-22
1309971	89056	2018-04-07	2018-09-22
1309971	89058	2016-06-13	2018-03-22
1309971	89062	2018-10-07	2018-10-22
1309971	89092	2018-04-07	2018-09-22
1309971	89096	2017-06-22	2018-03-22
1309971	89099	2018-10-07	2018-10-22
1309971	89101	2016-06-13	2017-05-22
1309976	89052	2018-04-07	2018-10-22
1309976	89060	2017-01-22	2018-03-22
1309984	89009	2018-04-07	2018-09-22
1309984	89093	2018-04-07	2018-09-22
1309986	89095	2017-06-22	2017-12-22
1309986	89100	2016-06-13	2017-05-22
1309988	89087	2017-11-27	2018-10-22
1309988	89098	2017-06-22	2017-09-22
1309988	89102	2016-06-13	2017-05-22
1310006	89209	2016-06-13	2017-05-22
1310006	89237	2016-06-13	2017-05-22
1310169	92243	2017-11-27	2018-10-07
1310169	92250	2016-06-13	2017-09-22
1310191	92220	2017-07-22	2018-04-07
1310191	92222	2018-08-22	2018-10-22
1310191	92228	2017-04-07	2018-08-07
1310252	91463	2017-07-07	2018-05-07
1310252	91469	2016-06-13	2017-06-22
1322457	92488	2016-08-07	2016-09-22
1322457	93310	2016-06-13	2016-07-22
1322503	92563	2016-08-07	2016-12-22
1322503	93396	2016-06-13	2016-07-22
1322506	92498	2016-09-07	2017-05-22
1322506	92502	2016-08-07	2016-08-29
1322506	92596	2017-02-07	2017-07-07
1322506	93413	2016-06-13	2016-07-22
1322526	92529	2016-08-07	2017-01-22
1322526	92711	2017-02-07	2017-05-22
1322526	93457	2016-06-13	2016-07-22
1322574	89334	2018-09-07	2018-10-22
1322574	89335	2017-05-22	2018-08-22
1322574	90062	2016-06-13	2017-05-07
1322605	89395	2018-04-07	2018-06-07
1322605	89396	2017-06-23	2018-03-22
1322605	89826	2016-06-13	2017-05-22
1322623	89450	2017-05-22	2018-10-22
1322623	90098	2016-06-13	2017-05-07
1322623	90379	2016-06-13	2017-05-07
1322670	89508	2017-06-23	2018-02-07
1322670	89513	2018-02-22	2018-10-22
1322670	89888	2016-06-13	2017-05-22
1322671	89893	2016-06-13	2017-03-22
1322736	89360	2018-04-07	2018-08-22
1322797	90698	2016-06-13	2018-06-22
1322826	90721	2017-06-13	2018-03-22
1322852	90776	2016-06-13	2018-10-22
1322869	90903	2016-06-13	2018-10-22
1322880	90951	2018-10-22	\N
1322911	90996	2016-06-13	2016-09-07
1322940	91106	2016-06-13	2017-03-22
1322989	91194	2016-06-13	2018-03-07
1322990	91195	2016-06-13	2018-03-07
1323003	91306	2016-06-13	2016-06-13
1323019	91325	2016-10-22	2017-05-23
1323032	91366	2017-07-07	2017-09-22
1323032	91369	2016-06-13	2017-06-23
1323040	91424	2017-05-22	2018-04-22
1323040	91435	2016-06-13	2017-05-07
1332090	90160	2016-11-15	2017-02-07
1332090	90194	2016-06-13	2016-10-22
1332091	90167	2016-11-15	2017-05-07
1332091	90195	2016-06-13	2016-10-22
1332178	92068	2016-06-13	2017-09-08
1332178	92092	2016-08-29	2018-10-22
1332178	92097	2017-09-22	2018-10-22
1336441	91615	2016-11-15	2018-10-22
1336441	91616	2016-06-13	2016-10-22
1514868	91230	2016-06-24	2017-05-22
1514873	91306	2016-06-24	2018-03-07
1524259	91670	2016-06-24	2018-06-22
1529193	91568	2016-11-15	2018-10-22
1529193	91569	2016-06-24	2016-10-22
1529195	91578	2016-11-15	2018-10-22
1529195	91579	2016-06-24	2016-10-22
1694587	89629	2018-06-07	2018-10-22
1694587	89630	2017-06-23	2018-05-23
1694587	89660	2017-05-22	2017-05-22
1694587	89977	2016-07-06	2017-05-07
1706934	92335	2017-04-07	2017-07-08
1706934	92336	2016-08-07	2017-03-22
1706983	92431	2016-08-07	2016-12-07
1720811	91934	2016-07-06	2016-07-22
1875038	92164	2017-01-07	2018-10-22
1877452	91398	2017-12-22	2018-02-22
1885815	88711	2016-07-22	2016-08-29
1885962	89072	2016-07-22	2018-01-22
1885994	89141	2016-07-22	2017-09-22
1898496	92486	2017-04-07	2017-05-22
1898496	92487	2016-08-07	2017-03-22
1898496	93312	2016-07-22	2016-07-22
